stellar_mass,gas_mass,vmax,pos_x,pos_y,pos_z,sfr,baryonic_mass,gas_fraction,log_env,log_mbar,log_vmax,btfr_residual
363008670.0,1366654300.0,68.971115,17.982416,14.6549425,62.02219,0.07475874,1729663000.0,0.7901275,0.3424180680456454,9.237962,1.8386673,-0.09990692
154766220.0,0.0,40.922592,18.043594,14.663877,61.62376,0.0,154766220.0,0.0,0.2604457040130244,8.189676,1.6119632,-0.32374477
44012090000.0,153743400000.0,284.842,39.39236,4.745978,60.036407,0.059916563,197755490000.0,0.77744186,0.5784615333555916,11.296128,2.4546041,-0.28169823
6179305500.0,10078572000.0,127.16467,39.227097,4.8629837,60.074703,0.90039617,16257877000.0,0.6199193,0.4772548162489249,10.211063,2.1043665,-0.093066216
2467437800.0,7462382000.0,99.741104,39.28407,4.641877,59.90413,0.2290258,9929820000.0,0.7515123,0.3825977448557683,9.996942,1.9988742,0.07645321
357641180.0,5815628000.0,76.236465,39.35295,4.4583874,59.697403,0.053417534,6173269000.0,0.94206613,0.16673608558951292,9.790515,1.8821628,0.29446697
161490130.0,879044800.0,64.14614,39.23412,4.9305525,60.023014,0.0023599805,1040534900.0,0.8448009,0.45304779381455856,9.017257,1.8071705,-0.206069
1108116200.0,0.0,67.36238,39.45755,4.7631454,60.097942,0.0,1108116200.0,0.0,0.467444123930256,9.044585,1.8284174,-0.25600815
554071300.0,51066980.0,67.49487,39.375034,4.7765927,60.022465,0.0004678051,605138300.0,0.08438894,0.5709692106460232,8.781855,1.8292708,-0.52184296
25404334000.0,54348200000.0,223.75395,1.694829,55.684994,67.937004,0.0,79752540000.0,0.6814605,-0.31016322294449294,10.901745,2.3497708,-0.29483795
50164850000.0,53882257000.0,251.17656,1.8868914,55.86172,68.02912,1.9058316,104047110000.0,0.51786405,-0.33696987125832084,11.01723,2.399979,-0.3619442
2890638000.0,12768216000.0,103.62652,1.7066613,55.639004,67.95914,1.6195718,15658854000.0,0.8153991,-0.34557111657169287,10.19476,2.015471,0.21391487
336092670.0,536115520.0,42.83847,1.8874308,55.850685,68.039894,0.32045835,872208200.0,0.6146646,-0.3472048263457646,8.94062,1.6318339,0.35493565
143879540000.0,134310860000.0,269.66858,21.179167,66.39721,0.26599425,0.023199804,278190400000.0,0.48280194,0.14543913183355864,11.444342,2.4308302,-0.047027588
269538800.0,4640475000.0,66.084694,21.31242,66.47711,0.14766756,0.0048430595,4910014000.0,0.94510424,0.05405814449972243,9.691083,1.8201009,0.42073345
2362225400.0,533297540.0,86.5828,21.14744,66.24734,0.18751736,0.020089932,2895522800.0,0.18418005,0.13471176558457135,9.461727,1.9374317,-0.23531532
2735372300.0,1036995840.0,88.52355,21.160505,66.45125,0.35787305,0.10195078,3772368100.0,0.27489254,0.1954016704455446,9.576614,1.9470588,-0.15543842
118520190.0,1542651400.0,65.746704,21.322145,66.458305,0.15808474,0.05364879,1661171600.0,0.92865264,0.046797351518951626,9.220414,1.817874,-0.04183674
366099550.0,0.0,44.046494,21.152494,66.398415,0.19668081,0.0,366099550.0,0.0,0.14406689915186796,8.5636,1.6439114,-0.06600666
88707160000.0,87991950000.0,279.77985,39.24627,38.211426,63.632442,0.0010484329,176699110000.0,0.49797618,0.9450746102590082,11.247234,2.4468164,-0.3022709
20877320000.0,33388354000.0,182.93892,39.341923,38.354527,63.412556,2.3234982,54265676000.0,0.61527574,1.088994700342383,10.734526,2.2623062,-0.14397717
10347235000.0,9145375000.0,150.74374,39.20143,38.4307,63.470787,0.24577126,19492610000.0,0.46917138,1.09354588821013,10.28987,2.1782393,-0.2829094
117479880.0,68027416.0,64.4645,39.380657,38.003853,63.47675,0.0,185507300.0,0.3667102,0.7248898404080419,8.268361,1.8093206,-0.9627838
249618640.0,0.0,68.68474,39.253872,38.251625,63.891052,0.0,249618640.0,0.0,0.9459730475587924,8.397277,1.8368603,-0.934021
147480720.0,272647460.0,60.045704,39.15522,38.279457,63.561302,0.005368246,420128200.0,0.64896256,1.0813686684105237,8.623382,1.778482,-0.4956131
135152460.0,116507576.0,64.698074,39.127113,38.16461,63.763824,0.0,251660030.0,0.46295622,1.0178830476889704,8.400814,1.8108914,-0.83604336
81288250000.0,202085610000.0,235.70946,66.57405,17.88883,70.16587,4.6596675,283373860000.0,0.7131413,-0.4575405497919128,11.45236,2.372377,0.17356682
37726270000.0,78423350.0,221.27646,66.58041,17.907177,70.17382,0.0,37804690000.0,0.0020744344,-0.4438384035993594,10.577546,2.3449352,-0.6014509
6944114700.0,1350849400.0,109.59315,66.56962,17.869656,70.13494,0.19783127,8294964000.0,0.16285175,-0.4757215086779268,9.918815,2.0397835,-0.15044785
441250140.0,1887714700.0,61.936054,66.65893,18.33022,70.396515,0.03253111,2328964900.0,0.81053805,-0.28673629853264826,9.367163,1.7919436,0.19921207
126537030.0,0.0,33.771545,66.617714,17.724272,70.278305,0.0,126537030.0,0.0,-0.5153795033562875,8.102218,1.528551,-0.10786152
319847600.0,0.0,46.457478,66.575676,17.918583,70.17934,0.0,319847600.0,0.0,-0.4378526062917215,8.504943,1.6670556,-0.20883179
151562460.0,0.0,32.290962,66.58279,17.958452,70.16328,0.0,151562460.0,0.0,-0.42795563606424575,8.180592,1.509081,0.04131794
37623763000.0,66520515000.0,236.94875,73.994606,26.586226,9.81783,0.0,104144270000.0,0.6387343,-0.019714090164848774,11.017635,2.3746545,-0.2694416
53073252000.0,10219987000.0,241.94273,74.14888,26.765284,9.445615,0.0,63293240000.0,0.16147044,0.06738983689122827,10.801357,2.3837125,-0.51866055
2225010000.0,13454987000.0,96.45161,74.06379,26.66986,9.761325,0.24119161,15679997000.0,0.85809886,0.035298045482755336,10.195346,1.9843094,0.3278246
4499427300.0,1273531800.0,104.77272,74.209656,26.826735,9.406163,0.02616707,5772959000.0,0.22060294,0.09403435957880124,9.761398,2.0202482,-0.23682022
886235100.0,915263800.0,68.25889,74.06229,26.676197,9.790647,0.05722237,1801498900.0,0.5080568,0.0556487751369887,9.255634,1.8341593,-0.06584072
111087660000.0,175736370000.0,261.6784,1.885279,26.726957,59.592216,0.38958758,286824040000.0,0.6126975,4.742374893847464,11.457616,2.417768,0.013750076
9981258000.0,361460450.0,179.07729,1.8863363,26.73693,59.601246,0.5996492,10342718000.0,0.0349483,4.4559228430637265,10.014635,2.2530406,-0.8301716
2984803300.0,0.0,78.51448,1.9024565,26.75271,59.65164,0.0,2984803300.0,0.0,3.6732016786843293,9.4749155,1.8949498,-0.06763458
2505787000.0,241421800.0,112.78639,1.8933709,26.722618,59.59986,0.1441736,2747208700.0,0.08787894,4.772173855628289,9.438891,2.0522568,-0.67573166
233468460.0,0.0,60.180744,1.7203608,26.919838,59.69949,0.0,233468460.0,0.0,2.033542704223797,8.368228,1.7794576,-0.7543154
1748697900.0,164062340.0,87.974556,1.8740814,26.725065,59.57161,0.06357045,1912760200.0,0.08577256,4.375238591829162,9.28166,1.944357,-0.44056797
1486622000.0,517471170.0,82.953545,1.9005191,26.72379,59.61391,0.40367863,2004093200.0,0.25820714,4.44528925292325,9.301918,1.9188349,-0.32749462
1202411800.0,290997200.0,79.15567,1.8818752,26.714857,59.575314,0.2156223,1493409000.0,0.1948543,4.453938571336018,9.174179,1.8984821,-0.381217
1273336800.0,241446530.0,66.093056,1.9145777,26.712698,59.618053,0.03159441,1514783400.0,0.15939344,4.189707131240212,9.18035,1.8201559,-0.09019852
854159550.0,1003150700.0,54.299164,1.8692176,26.722555,59.563675,0.31356245,1857310200.0,0.5401094,4.218734575508953,9.268885,1.7347932,0.30877113
1054245440.0,537635200.0,64.31546,1.876796,26.768984,59.597145,0.16952054,1591880700.0,0.33773586,4.074568699739696,9.201911,1.8083154,-0.025578499
683432200.0,292592700.0,57.638542,1.8942766,26.695911,59.583298,0.19622456,976024900.0,0.29977995,4.459135822094621,8.989461,1.760713,-0.0649147
586886460.0,310453570.0,49.330738,1.8998827,26.695322,59.596367,0.120267466,897340000.0,0.34597093,4.446678810530922,8.952957,1.6931176,0.14440346
541548600.0,240396580.0,47.944397,1.8833325,26.772387,59.615093,0.07961745,781945200.0,0.30743405,3.89121671995929,8.893176,1.6807379,0.12964344
390798430.0,326378240.0,42.72665,1.8549521,26.769297,59.569942,0.15706547,717176700.0,0.45508763,3.7020050613580966,8.855626,1.6306988,0.2740698
323244900.0,322827500.0,39.55633,1.8589412,26.752674,59.56781,0.13463697,646072400.0,0.49967697,3.9488619455406915,8.810281,1.597216,0.35048962
384526530.0,0.0,45.225525,1.8972726,26.701437,59.57606,0.0,384526530.0,0.0,4.421925584818332,8.584927,1.6553836,-0.086400986
307456400.0,284518560.0,34.770554,1.9037004,26.700039,59.59657,0.07069713,591974900.0,0.48062605,4.538244813178209,8.772304,1.5412116,0.51618195
104489496.0,0.0,40.302742,1.9021361,26.701797,59.63394,0.0,104489496.0,0.0,4.08570871098087,8.019073,1.6053346,-0.47024345
55801370000.0,210103960000.0,243.5679,17.401527,42.566315,56.27296,0.0,265905320000.0,0.79014575,0.34224034372989026,11.424727,2.38662,0.09413624
34063174000.0,30150280000.0,178.90334,17.283457,42.48155,56.300068,1.933886,64213450000.0,0.46953213,0.282187924134021,10.807626,2.2526186,-0.03564644
6968523300.0,4895709000.0,118.46696,17.270542,42.599895,56.265686,0.16643518,11864232000.0,0.41264442,0.25717576546650206,10.07424,2.0735972,-0.11799145
273088670.0,0.0,55.053272,17.558651,42.646954,56.292496,0.0,273088670.0,0.0,0.39716642595375695,8.436304,1.7407831,-0.5455923
98474800000.0,112608940000.0,248.84073,73.20552,14.350777,54.340824,0.006524287,211083740000.0,0.5334799,-0.3783894940721529,11.324454,2.3959215,-0.03996277
12162267000.0,30793298000.0,139.28706,73.26255,14.234058,54.05104,2.0089679,42955563000.0,0.71686405,-0.32774531691282377,10.633019,2.143911,0.18508053
906985540.0,809067700.0,46.364815,73.11005,14.330909,54.34286,0.15826946,1716053200.0,0.47147006,-0.39561907412782055,9.23453,1.6661885,0.52390957
826292400.0,0.0,65.14636,73.20659,14.352765,54.32345,0.0,826292400.0,0.0,-0.383351235224928,8.917133,1.8138902,-0.3306303
543899600.0,269671940.0,44.183475,73.25629,14.35895,54.314342,0.083915025,813571500.0,0.3314668,-0.36276330191454714,8.910396,1.6452599,0.27588463
258255410.0,688988400.0,30.90427,73.13512,14.336371,54.345814,0.14106499,947243840.0,0.7273612,-0.38281929794862246,8.976461,1.4900185,0.90651226
355965600.0,0.0,32.03115,73.16622,14.345161,54.350185,0.0,355965600.0,0.0,-0.3839214168635497,8.551408,1.5055726,0.42489338
142462730000.0,104548350000.0,258.72302,56.405262,24.180763,0.94727474,0.004552833,247011080000.0,0.4232537,-0.06646184752147694,11.392716,2.4128351,-0.033210754
10037154000.0,798945540.0,134.14275,56.41042,24.162792,0.9508233,0.35192603,10836099000.0,0.07372999,-0.07862886477516788,10.034873,2.1275673,-0.35363007
312869100.0,2545724000.0,72.1302,56.33938,24.035494,0.9792741,0.031887114,2858593000.0,0.8905514,-0.13730804637199726,9.456152,1.8581171,0.0475502
205405970.0,0.0,58.365635,56.3774,24.0889,1.2454406,0.0,205405970.0,0.0,-0.08675006642726443,8.3126135,1.7661573,-0.76156044
245093380.0,267305300.0,59.988853,56.387074,24.095392,1.0517017,0.008549166,512398660.0,0.52167445,-0.07310697155155443,8.709608,1.7780706,-0.40789127
1043580700.0,0.0,63.38157,56.401722,24.078608,0.9238973,0.0,1043580700.0,0.0,-0.14701797869512556,9.018526,1.801963,-0.18586159
591469400.0,0.0,52.73225,56.40807,24.176678,0.947071,0.0,591469400.0,0.0,-0.0702049194960155,8.771933,1.7220763,-0.14193344
71989840000.0,139567280000.0,248.39047,8.48323,23.700342,68.04543,0.0,211557120000.0,0.6597144,0.4495868269080309,11.325428,2.395135,-0.036128998
1712900000.0,20534639000.0,99.4803,8.525007,24.111706,68.47832,0.34857938,22247539000.0,0.9230072,1.053076849904321,10.347282,1.997737,0.43092918
17609896000.0,404165280.0,165.21472,8.508071,23.719881,68.0498,0.19242851,18014060000.0,0.022436101,0.4784734276401488,10.255611,2.2180488,-0.46194267
366288540.0,775593540.0,67.99792,8.311669,23.551195,68.17338,0.008260838,1141882100.0,0.67922384,0.4289419654571454,9.057621,1.8324956,-0.25780392
1278215300.0,654021950.0,84.21399,8.365943,23.88508,68.10197,0.03960564,1932237300.0,0.3384791,0.6492515233742603,9.28606,1.9253843,-0.36716938
236562860.0,297799040.0,63.577785,8.455389,23.747505,67.841324,0.001281009,534361920.0,0.5572984,0.2915400887388989,8.727836,1.8033054,-0.48143387
284465100.0,0.0,47.72627,8.507574,23.698177,68.049805,0.0,284465100.0,0.0,0.45653011936420856,8.454029,1.6787574,-0.3023014
143801070.0,0.0,42.016987,8.495753,23.70053,68.05238,0.0,143801070.0,0.0,0.45889208384561336,8.157763,1.6234249,-0.39734173
94178484000.0,242609200000.0,231.85576,55.682583,34.1833,25.018337,4.478356,336787670000.0,0.7203625,1.2046979419297636,11.527356,2.365218,0.27459717
15190357000.0,4835197400.0,160.35391,55.704117,34.14415,24.952986,0.39278036,20025555000.0,0.24145135,1.0581687267884703,10.301584,2.2050796,-0.36880493
255393090.0,653350600.0,61.73287,55.592434,34.20806,25.338837,0.017904688,908743700.0,0.7189603,1.432618974947884,8.958442,1.7905165,-0.204319
4719419400.0,1454339500.0,171.16025,55.683193,34.180252,25.02539,3.7977767,6173759000.0,0.2355679,1.2214985616737222,9.790549,2.233403,-0.98284245
1094785200.0,1059461100.0,78.60558,55.634315,34.242035,24.968607,0.017964235,2154246100.0,0.49180132,1.0982843714859718,9.333295,1.8954535,-0.21108627
321501150.0,629304770.0,65.702324,55.717552,34.36136,25.140127,0.008625762,950805900.0,0.66186464,1.3846698479955863,8.978092,1.8175807,-0.2830925
583557300.0,907167300.0,75.0751,55.66725,34.124043,25.130678,0.01221054,1490724600.0,0.6085412,1.221160287353645,9.173397,1.8754959,-0.29840565
762047600.0,528721540.0,62.580406,55.677563,34.18406,25.017,0.5947719,1290769200.0,0.40961742,1.2039949325147794,9.110848,1.7964383,-0.07344818
273309900.0,437373220.0,35.14096,55.57651,34.194637,24.940676,0.12411034,710683140.0,0.6154265,1.0586447487123312,8.851676,1.5458137,0.5788183
99354060000.0,171391040000.0,268.15375,20.671246,74.26331,17.46393,0.06678255,270745110000.0,0.63303465,-0.10905430527592545,11.432561,2.4283838,-0.0499115
4429029000.0,10324561000.0,106.75941,20.78167,74.12825,17.558165,0.33083594,14753589000.0,0.69979995,-0.0031489122893234877,10.168898,2.0284061,0.14101124
13817292000.0,948975800.0,154.73294,20.661322,74.25853,17.441116,0.15575987,14766267000.0,0.064266466,-0.12801010255425668,10.1692705,2.1895828,-0.44476223
1768177000.0,5897503000.0,89.54665,20.828619,74.46102,17.622023,0.21117808,7665680400.0,0.76933855,-0.0008778276455712585,9.884551,1.9520494,0.13434887
3683733000.0,693775550.0,104.66659,20.682682,74.23321,17.423433,0.069483764,4377508400.0,0.1584864,-0.13814349698200004,9.641227,2.019808,-0.3553915
516191550.0,148298500.0,63.28861,20.643652,74.27695,17.348019,0.0,664490050.0,0.2231764,-0.20828548056632265,8.822489,1.8013256,-0.3795805
466598800.0,0.0,49.97623,20.66925,74.29716,17.483727,0.0,466598800.0,0.0,-0.09871270846725325,8.668943,1.6987635,-0.16014194
129117856000.0,143654000000.0,280.00473,15.006017,18.784336,8.0453825,0.0,272771840000.0,0.52664524,0.42792551528772277,11.4358,2.4471653,-0.114974976
378744320.0,2730133800.0,75.96692,14.917997,18.842281,8.016434,0.09331722,3108878000.0,0.8781733,0.4073810235124223,9.492603,1.8806245,0.002149582
148604290.0,0.0,47.625225,15.103835,18.859884,7.796039,0.0,148604290.0,0.0,0.10133271183624962,8.172031,1.677837,-0.5809517
80481616000.0,193922920000.0,282.91364,37.754795,23.694975,48.123165,0.6201286,274404540000.0,0.7067045,1.1902331794415204,11.438392,2.451654,-0.12870598
3631701800.0,0.0,105.82695,37.72905,23.670507,48.14442,0.0,3631701800.0,0.0,1.2112865304301246,9.56011,2.0245962,-0.45392132
1645879700.0,501770500.0,88.43756,37.631165,23.795244,48.033592,0.003910636,2147650000.0,0.23363699,1.2541603860243473,9.331964,1.9466368,-0.3985548
399539100.0,1537952800.0,38.71166,37.76174,23.660824,48.158085,0.21245195,1937491800.0,0.7937854,1.295393508723477,9.28724,1.5878417,0.86153984
182493010.0,1745911600.0,40.17397,37.795948,23.727703,48.143898,0.5265022,1928404600.0,0.90536577,1.2498347428077465,9.285198,1.6039448,0.8009367
602791360.0,1681555.8,50.261826,37.840572,23.73624,48.137505,0.0,604472900.0,0.0027818547,1.1685284130008082,8.781377,1.7012383,-0.056708336
323239840.0,400831260.0,38.354992,37.8038,23.731054,48.139446,0.11100528,724071100.0,0.55358,1.2329854684921207,8.859781,1.5838219,0.44869995
153926200.0,0.0,42.383488,37.814255,23.739408,48.15761,0.0,153926200.0,0.0,1.1945668851576867,8.187312,1.6271967,-0.38150883
101161816.0,0.0,36.127724,37.801174,23.639263,48.068733,0.0,101161816.0,0.0,1.1872630278643477,8.005016,1.5578406,-0.3115797
65947046000.0,111444410000.0,237.92628,34.327686,38.65064,37.036274,0.35945225,177391450000.0,0.62824005,0.14831537839063788,11.248933,2.3764424,-0.044646263
13031847000.0,59439080000.0,143.61641,34.27382,38.28401,37.297573,1.554288,72470930000.0,0.8201783,-0.015539869970121621,10.860164,2.1572042,0.36388206
2062989700.0,15446287000.0,93.216034,33.96927,38.41482,37.374607,0.290626,17509278000.0,0.8821773,0.0035012378871637543,10.243268,1.9694906,0.4296379
845712100.0,5840013300.0,84.459785,34.069454,38.293186,37.313114,0.070649736,6685725700.0,0.87350476,0.047501532521136244,9.825149,1.9266499,0.16731548
155962220.0,1897115000.0,61.317585,34.408253,38.265865,37.32826,0.058368865,2053077200.0,0.9240349,-0.02874546025351442,9.312406,1.787585,0.16030598
344662430.0,719397570.0,62.762367,34.25623,38.517994,36.907948,0.007814028,1064060000.0,0.6760874,0.07030062187095251,9.026966,1.7976993,-0.16191578
166810200.0,1279129300.0,52.23823,34.232147,38.583103,36.816257,0.0055809417,1445939600.0,0.8846354,0.08732477052428243,9.160151,1.7179885,0.26115036
46563578000.0,194310950000.0,199.14206,58.189182,33.12643,3.3895972,0.0736393,240874520000.0,0.8066895,0.022902060904680333,11.381791,2.299163,0.36925125
26630400000.0,59718447000.0,202.36754,57.92671,32.92243,3.3150492,6.229942,86348850000.0,0.6915952,-0.021305318598900662,10.936256,2.306141,-0.10165882
2777667600.0,8936335000.0,102.10115,58.37689,32.909916,3.5048375,0.17047119,11714003000.0,0.76287633,-0.06791884448819262,10.068706,2.0090306,0.111281395
3303005200.0,5537958400.0,93.21311,58.285973,33.194096,3.418701,0.07555177,8840964000.0,0.62639755,-0.07845341662144367,9.9465,1.969477,0.13291931
178444340.0,0.0,53.30417,58.116283,33.161526,3.3612406,0.0,178444340.0,0.0,0.04207694203245335,8.251503,1.7267612,-0.6794014
446398080.0,0.0,49.76896,58.16298,33.11128,3.4112716,0.0,446398080.0,0.0,0.03333644362339714,8.649722,1.6969585,-0.17279911
101065930000.0,147805320000.0,287.74323,72.656845,56.4109,41.55237,0.011914392,248871260000.0,0.59390277,0.32334119951355633,11.395975,2.459005,-0.1978569
14619180000.0,12994944000.0,160.55577,72.584465,56.466743,41.47166,1.7148747,27614124000.0,0.47059047,0.19483416979384816,10.441132,2.205626,-0.23124409
839867700.0,2722723600.0,67.93756,72.56302,56.35702,41.527397,0.06195044,3562591200.0,0.76425374,0.22261393457558665,9.551766,1.8321099,0.23774433
107379340.0,0.0,59.486923,72.66355,56.40446,41.898075,0.0,107379340.0,0.0,0.4120971047055302,8.030921,1.7744215,-1.073307
164640340.0,0.0,54.388744,72.74551,56.595615,41.638847,0.0,164640340.0,0.0,0.3846864015314568,8.2165365,1.735509,-0.74618053
525126850.0,0.0,57.9689,72.581024,56.477646,41.48427,0.0,525126850.0,0.0,0.19394236532728973,8.720264,1.763195,-0.3431368
184755730.0,0.0,52.414047,72.65383,56.467075,41.52142,0.0,184755730.0,0.0,0.28881739524801325,8.266598,1.7194477,-0.6377096
73487480000.0,140101340000.0,280.53534,73.48842,8.276129,45.116592,0.012273601,213588820000.0,0.65593946,-0.13397661761253885,11.329578,2.4479876,-0.22418594
11198716000.0,10953235000.0,140.09409,73.574104,8.409813,45.1514,0.64175224,22151950000.0,0.49445918,-0.04510685447084353,10.345412,2.1464198,-0.11165047
265854380.0,2756610300.0,76.77747,73.33089,8.246776,44.8917,0.027149292,3022464800.0,0.91204053,-0.032772550414497253,9.480361,1.8852338,-0.026855469
3593747000.0,1522351400.0,117.246506,73.501335,8.302682,45.06968,0.057347596,5116098600.0,0.297561,-0.09871986871044483,9.708939,2.0691,-0.46693707
123309260.0,148231000.0,58.740074,73.33954,8.186711,44.789497,0.0005453299,271540300.0,0.54588956,0.05974532364261252,8.433834,1.7689345,-0.6504402
442878200.0,79551224.0,52.74687,73.490746,8.280709,45.123905,0.01303185,522429440.0,0.1522717,-0.13361501121827907,8.718028,1.7221967,-0.19627666
125958290.0,0.0,40.454445,73.47657,8.279383,45.018333,0.0,125958290.0,0.0,-0.10568820414666316,8.100226,1.6069663,-0.39502335
112885735000.0,130932130000.0,258.42892,50.788956,35.58077,27.718876,0.016139725,243817870000.0,0.5370079,0.13046842599534347,11.387066,2.412341,-0.037064552
578227460.0,1564631800.0,79.94362,50.980755,35.756874,27.821743,0.02799836,2142859300.0,0.7301608,0.1429026527044225,9.330994,1.9027838,-0.24004555
999869440.0,3848650500.0,70.50341,50.708992,35.90968,27.835796,0.038213365,4848520000.0,0.79377836,0.48027162712498206,9.685609,1.8482101,0.31303596
244977260.0,0.0,52.282364,50.625397,35.319786,27.597542,0.0,244977260.0,0.0,-0.015951050888207422,8.389126,1.7183552,-0.51120853
340930700.0,130983464.0,58.49339,50.83238,35.55,27.733614,0.0,471914140.0,0.27755782,0.0879157425139535,8.673863,1.7671068,-0.40376377
192291020.0,0.0,43.901806,50.77239,35.55215,27.703255,0.0,192291020.0,0.0,0.11522262513001665,8.283959,1.6424824,-0.3404503
163821650.0,0.0,44.772934,50.802666,35.566208,27.743294,0.0,163821650.0,0.0,0.12317390101583676,8.214372,1.6510155,-0.44107056
37104580000.0,176333180000.0,199.59673,10.070237,43.631783,32.244053,5.0082884,213437760000.0,0.8261574,0.5114061219891998,11.329271,2.3001535,0.31313038
58337145000.0,55624913000.0,231.94835,10.208477,43.67994,31.962114,0.43348432,113962060000.0,0.4881003,0.1960846348577329,11.05676,2.3653913,-0.19662952
9634592000.0,11822241000.0,129.83963,9.884435,43.484814,32.298855,0.35913527,21456833000.0,0.5509779,0.45215176333186624,10.331566,2.1134074,-0.0054416656
524855360.0,512549120.0,75.38897,10.14415,43.688164,31.937462,0.034316685,1037404500.0,0.49406874,0.1875675330856967,9.015948,1.8773078,-0.46244335
23372333000.0,170991580000.0,188.31645,11.748242,8.569787,20.23504,1.0778157,194363920000.0,0.87974966,1.167491291607378,11.288615,2.2748883,0.3643551
9505342000.0,40668844000.0,141.59154,11.897065,8.257541,20.610365,0.93309355,50174185000.0,0.81055313,1.026413062601016,10.70048,2.1510372,0.22662544
17399011000.0,20176366000.0,164.66844,11.819934,8.584769,20.374727,1.1046519,37575377000.0,0.5369571,1.4678659939055458,10.5749035,2.2166104,-0.1374197
1970343000.0,11842449000.0,101.43928,11.608196,8.841975,20.38916,0.2030482,13812792000.0,0.85735375,0.943483776462711,10.140282,2.006206,0.19312954
637686600.0,6012346000.0,84.27352,11.635047,8.805925,20.63027,0.16111068,6650032600.0,0.90410775,1.2207147684407766,9.822824,1.9256911,0.16847706
546137800.0,6223195000.0,79.042305,11.957958,8.671493,20.414597,0.087404825,6769332700.0,0.9193218,1.3104123284652076,9.830545,1.8978596,0.27741337
1100741400.0,3485069300.0,90.20688,11.894853,8.368873,20.582516,0.11231234,4585811000.0,0.7599679,1.0746066483190373,9.661416,1.9552397,-0.10038853
344929400.0,6579559000.0,73.356575,11.743773,8.803443,20.542528,0.07527596,6924488000.0,0.950187,1.2323987562806387,9.840387,1.865439,0.40515804
418001730.0,1992773000.0,74.808235,11.597633,8.8756485,20.330286,0.051688008,2410774800.0,0.82661104,0.8266636280457694,9.382156,1.8739494,-0.08402252
128409400.0,0.0,53.36822,11.805107,8.317944,20.71573,0.0,128409400.0,0.0,1.0606020427685214,8.108597,1.7272828,-0.8242035
70125680000.0,167477180000.0,237.91905,63.37361,42.195854,39.567177,0.000705533,237602870000.0,0.7048618,-0.6835284882942523,11.375852,2.3764293,0.08232021
6644793000.0,24319554000.0,128.56735,63.313763,41.996494,39.430885,1.950152,30964347000.0,0.78540504,-0.7374231561033414,10.490862,2.1091306,0.16940689
122836880.0,600867600.0,69.50478,63.382477,42.407734,39.65298,0.0061822445,723704450.0,0.83026654,-0.6102012676777596,8.859561,1.8420147,-0.49048138
280098370.0,1140558200.0,64.71571,63.33693,42.064934,39.47149,0.043543827,1420656600.0,0.80283874,-0.7170374860370008,9.152489,1.8110098,-0.08479881
2022441700.0,0.0,71.74398,63.415043,42.10118,39.630386,0.0,2022441700.0,0.0,-0.746652718909579,9.305876,1.8557855,-0.094246864
120933890.0,512354800.0,60.573875,63.339413,42.217857,39.48987,0.008830952,633288700.0,0.8090383,-0.649476084743572,8.801601,1.7822853,-0.3312254
185087100.0,0.0,53.25064,63.33728,42.5266,39.48162,0.0,185087100.0,0.0,-0.4915363691881374,8.267376,1.7263248,-0.6619406
34387750000.0,68003870000.0,209.52527,65.17843,17.113598,27.584969,0.8955024,102391620000.0,0.66415465,0.9553270274888938,11.010264,2.3212364,-0.08254814
33448390000.0,77070110000.0,184.23203,65.24795,17.371468,27.765965,1.2868639,110518500000.0,0.69735026,0.8509641440872391,11.043435,2.2653651,0.15380764
4834768000.0,15855744000.0,115.90691,65.198944,17.385773,27.377861,0.5025813,20690512000.0,0.7663292,0.7643582670260186,10.315771,2.0641093,0.15804386
1940153700.0,762250430.0,99.10379,65.29663,17.233215,27.339823,0.043214273,2702404000.0,0.2820638,0.7591110717571887,9.43175,1.9960903,-0.47861385
668781950.0,2821968600.0,81.20125,65.096664,17.443727,27.370138,0.05994321,3490750500.0,0.80841315,0.8140619700433323,9.542919,1.9095627,-0.052773476
166021360.0,752210100.0,63.213387,65.180214,17.222105,27.764055,0.01150085,918231500.0,0.81919444,0.9840740373761642,8.962953,1.800809,-0.23723888
1361139700.0,763404500.0,90.50449,65.185555,17.121103,27.575144,0.8401065,2124544300.0,0.35932624,0.9489380103182389,9.327266,1.9566702,-0.43974113
99218460000.0,93339845000.0,275.6011,57.5161,16.87766,32.551235,0.010361688,192558300000.0,0.4847355,0.9701083036378588,11.284562,2.440281,-0.24117565
3943506200.0,5858189000.0,122.07362,57.350033,17.186691,32.61887,0.2976392,9801695000.0,0.597671,1.0915811486622677,9.991302,2.0866218,-0.24829578
1337415600.0,4000857900.0,85.573326,57.454266,16.689053,32.512463,0.12602006,5338273300.0,0.74946666,0.9398924936849936,9.727401,1.9323384,0.048880577
328775040.0,1816432100.0,59.759483,57.39015,16.609575,32.41311,0.013414838,2145207200.0,0.8467397,0.7045541606229851,9.33147,1.7764069,0.22002125
275915870.0,1038385900.0,68.76071,57.66101,17.13513,32.71544,0.011745309,1314301800.0,0.79006654,1.0366528171165417,9.118695,1.8373404,-0.21434784
987845950.0,387598800.0,73.8089,57.5659,16.925056,32.511166,0.012679246,1375444700.0,0.28179887,1.0069147497664088,9.138443,1.8681087,-0.3064947
1004045060.0,0.0,52.128525,57.498386,16.839287,32.556892,0.0,1004045060.0,0.0,0.981380039242327,9.001753,1.7170755,0.106072426
