Residual,Observed_diff,CI_2.5%,CI_97.5%,CI_excludes_zero
HOMA_IR,2.222799535009511,1.1779050355354204,3.3726248059572312,True
LAR,0.42643710920712163,-0.8711851327136834,1.9294931992493083,False
Resistin_Adiponectin,1.244814923685046,0.2232237655052387,2.562038919266102,True
MCP1_Adiponectin,15.15702378743454,-9.503133777328516,39.34336124533569,False
Leptin_BMI,0.11659060284382317,-0.08489562525039103,0.311639044342455,False
Glucose_Insulin,-1.7014202851080507,-4.3888303268877955,0.8543059227912218,False
